Latitud,Longitud,Calle,Colonia,Municipio,Estado,CP
22.751.092,-1.025.088.041,Calle Felipe Ángeles,No especificada,Guadalupe,Zacatecas,98613
227.466.853,-1.024.994.849,Calle Secretaria de la Reforma Agraria,No especificada,Guadalupe,Zacatecas,98605
227.502.631,-1.025.053.779,Avenida Secretaría de la Defensa Nacional,No especificada,Guadalupe,Zacatecas,98613
227.541.614,-1.025.177.638,Calle 24 de Febrero,No especificada,Guadalupe,Zacatecas,98613
227.491.636,-1.025.020.138,Avenida Secretaría de la Defensa Nacional,No especificada,Guadalupe,Zacatecas,98613
227.514.964,-1.024.995.818,Calle no registrada,No especificada,Guadalupe,Zacatecas,98615
227.519.378,-1.025.156.715,Calle Telégrafos,No especificada,Guadalupe,Zacatecas,98600
227.460.728,-1.025.082.627,Prolongación de 1910,No especificada,Guadalupe,Zacatecas,98600
227.426.325,-1.025.009.156,Calle Libramiento Tránsito Pesado,No especificada,Guadalupe,Zacatecas,98605
227.442.907,-1.025.152.873,Calle Álamos Blancos,No especificada,Guadalupe,Zacatecas,98600
227.436.031,-1.025.098.564,Calle Vialidad Arroyo de la Plata,No especificada,Guadalupe,Zacatecas,98600
227.491.565,-1.025.204.008,Calle Vialidad Arroyo de la Plata,No especificada,Guadalupe,Zacatecas,98600
227.422.335,-1.025.069.202,Calle del Trabajo,No especificada,Guadalupe,Zacatecas,98600
227.421.491,-1.025.104.147,Prolongación San Isidro,No especificada,Guadalupe,Zacatecas,98600
227.432.034,-1.025.149.824,Privada Aguascalientes,No especificada,Guadalupe,Zacatecas,98600
227.487.773,-1.025.272.758,Retorno 12 de Diciembre,No especificada,Guadalupe,Zacatecas,98600
227.452.864,-1.025.162.215,Calle González Ortega,No especificada,Guadalupe,Zacatecas,98600
227.415.976,-1.025.218.715,Calle Primera de la Estación,No especificada,Guadalupe,Zacatecas,98600
227.434.299,-1.025.174.424,Calle Laurel,No especificada,Guadalupe,Zacatecas,98600
227.406.547,-1.025.147.115,Calle Providencia,No especificada,Guadalupe,Zacatecas,98600
22.748.903,-1.025.247.828,Privada Quinta del Valle,No especificada,Guadalupe,Zacatecas,98600
227.389.335,-1.025.182.793,Privada San Ramón,No especificada,Guadalupe,Zacatecas,98600
227.392.213,-1.025.264.825,Calle Emma Acuña,No especificada,Guadalupe,Zacatecas,98600
227.379.207,-1.025.281.054,Calle Primavera,No especificada,Guadalupe,Zacatecas,98600
227.405.183,-1.025.200.647,Privada Guadalupe,No especificada,Guadalupe,Zacatecas,98600
227.383.186,-1.025.205.357,Privada Misión de Guadalupe,No especificada,Guadalupe,Zacatecas,98600
227.434.063,-1.025.118.028,Calle Segunda del Ferrocarril,No especificada,Guadalupe,Zacatecas,98600
227.399.458,-1.025.108.154,Calle San Juan,No especificada,Guadalupe,Zacatecas,98600
227.487.303,-1.025.189.991,Alameda Adolfo López Mateos,No especificada,Guadalupe,Zacatecas,98600
227.418.489,-1.025.119.979,Calle no registrada,No especificada,Guadalupe,Zacatecas,98600
227.431.852,-102.505.522,Calle no registrada,No especificada,Guadalupe,Zacatecas,98605
227.455.916,-1.025.211.179,Callejón del Barro,No especificada,Guadalupe,Zacatecas,98600
227.457.487,-1.025.104.342,Calle no registrada,No especificada,Guadalupe,Zacatecas,98600
227.423.771,-1.025.050.224,Calle no registrada,No especificada,Guadalupe,Zacatecas,98605
22.741.706,-1.025.091.093,Calle del trabajo,No especificada,Guadalupe,Zacatecas,98600
227.388.975,-1.025.277.024,Calle Morelos,No especificada,Guadalupe,Zacatecas,98600
227.422.702,-1.025.198.137,Calle Luis Moya,No especificada,Guadalupe,Zacatecas,98600
227.376.025,-1.025.221.084,Calle Durmiente,No especificada,Guadalupe,Zacatecas,98600
227.422.855,-102.519.958,Calle Luis Moya,No especificada,Guadalupe,Zacatecas,98600
227.443.566,-1.025.151.974,Calle Álamos Blancos,No especificada,Guadalupe,Zacatecas,98600
227.477.947,-1.025.242.184,Calle Arroyo del Muerto,No especificada,Guadalupe,Zacatecas,98600
227.421.939,-1.025.032.877,Calle Sarh,No especificada,Guadalupe,Zacatecas,98605
22.741.276,-102.522.456,Calle Justo Sierra,No especificada,Guadalupe,Zacatecas,98600
22.750.986,-1.025.263.952,Calle San Miguel,No especificada,Guadalupe,Zacatecas,98600
227.453.021,-1.025.189.121,Callejón del Buquet,No especificada,Guadalupe,Zacatecas,98600
227.497.195,-1.025.257.434,Calle no registrada,No especificada,Guadalupe,Zacatecas,98600
227.430.175,-1.025.022.226,Educacion publica,No especificada,Guadalupe,Zacatecas,98605
227.411.625,-1.025.213.158,Calle Justo Sierra,No especificada,Guadalupe,Zacatecas,98600
227.417.559,-1.025.094.283,Calle del trabajo,No especificada,Guadalupe,Zacatecas,98600
227.428.891,-1.025.216.277,Calle no registrada,No especificada,Guadalupe,Zacatecas,98600
227.510.985,-1.025.253.571,Calle no registrada,No especificada,Guadalupe,Zacatecas,98600
227.373.148,-1.025.192.208,Privada Segunda de San Ramón,No especificada,Guadalupe,Zacatecas,98600
227.433.846,-1.025.240.438,Calle de la Vía,No especificada,Guadalupe,Zacatecas,98600
227.444.088,-1.024.981.378,Calle no registrada,No especificada,Guadalupe,Zacatecas,98605
227.439.873,-1.025.214.455,Calle Santa María,No especificada,Guadalupe,Zacatecas,98600
227.443.605,-1.025.140.776,Calle Vialidad Arroyo de la Plata,No especificada,Guadalupe,Zacatecas,98600
227.409.154,-1.025.138.135,Calle Palmeras,No especificada,Guadalupe,Zacatecas,98600
227.393.387,-1.025.107.696,Calle Segunda de San Isidro,No especificada,Guadalupe,Zacatecas,98600
227.558.194,-1.025.401.892,Privada San Agustín,Priv. San Agustín,Guadalupe,Zacatecas,98608
227.614.379,-1.025.511.049,Calle no registrada,No especificada,Zacatecas,Zacatecas,98068
227.556.423,-1.025.419.969,Calle Primera Privada de Santa Rosa,No especificada,Guadalupe,Zacatecas,98609
227.615.696,-102.550.164,Calle no registrada,No especificada,Zacatecas,Zacatecas,98068
227.567.807,-1.025.396.017,Calle Paseo Francisco García Salinas,No especificada,Guadalupe,Zacatecas,98609
227.557.775,-1.025.435.721,Calle B. Lamarck,No especificada,Guadalupe,Zacatecas,98609
227.544.373,-1.025.373.614,Calle Sicómoro,Fracc. Las Arboledas,Guadalupe,Zacatecas,98608
22.761.191,-1.025.511.849,Calle Andes,No especificada,Zacatecas,Zacatecas,98068
22.760.618,-1.025.470.037,Vialidad Arroyo de la Plata,No especificada,Zacatecas,Zacatecas,98098
227.601.491,-1.025.467.067,Transito pesado,No especificada,Zacatecas,Zacatecas,98098
227.512.128,-1.025.348.374,Calle del Guayule,No especificada,Guadalupe,Zacatecas,98608
227.573.326,-1.025.382.642,Calle no registrada,No especificada,Guadalupe,Zacatecas,98608
227.617.105,-1.025.501.784,Calle no registrada,No especificada,Zacatecas,Zacatecas,98068
22.763.355,-1.025.490.311,Boulevard López Portillo,No especificada,Zacatecas,Zacatecas,98068
227.508.834,-102.542.665,Calle no registrada,Col. Campo Bravo,Guadalupe,Zacatecas,98608
227.563.031,-1.025.395.481,Vialidad Arroyo de la Plata,Fracc. Las Arboledas,Guadalupe,Zacatecas,98609
227.585.452,-1.025.484.424,Calle Paseo de la Cañada,No especificada,Zacatecas,Zacatecas,98098
227.577.332,-1.025.427.831,Calle Paseo Francisco García Salinas,No especificada,Guadalupe,Zacatecas,98609
227.577.393,-1.025.464.396,Calle Sevilla,No especificada,Guadalupe,Zacatecas,98064
227.531.165,-1.025.386.531,Av. Las Torres,Fracc. S.N.T.A.S.,Guadalupe,Zacatecas,98608
22.761.556,-1.025.478.927,Avenida José López Portillo,No especificada,Zacatecas,Zacatecas,98098
227.489.019,-1.025.348.571,Calle Andrómeda,No especificada,Guadalupe,Zacatecas,98608
227.508.814,-1.025.349.677,Calle Mezquite,No especificada,Guadalupe,Zacatecas,98608
227.541.836,-1.025.425.094,Calle Santa Lucía,No especificada,Guadalupe,Zacatecas,98609
227.584.781,-1.025.455.734,Calle Sevilla,No especificada,Guadalupe,Zacatecas,98064
227.555.726,-1.025.487.424,Calle Córdoba,No especificada,Zacatecas,Zacatecas,98098
227.590.744,-1.025.564.391,Calle Tránsito Pesado,No especificada,Guadalupe,Zacatecas,98609
227.541.753,-1.025.339,Calle no registrada,No especificada,Guadalupe,Zacatecas,98608
227.630.968,-1.025.553.885,Boulevard José López Portillo,No especificada,Zacatecas,Zacatecas,98098
227.616.384,-1.025.462.229,Calle no registrada,No especificada,Zacatecas,Zacatecas,98098
227.560.285,-102.543.735,Calle Francisco Bacon,No especificada,Guadalupe,Zacatecas,98609
227.514.518,-1.025.363.502,Sotol,No especificada,Guadalupe,Zacatecas,98608
227.576.813,-1.025.433.795,Calle Carlos Linneo,No especificada,Guadalupe,Zacatecas,98609
227.582.302,-1.025.472.668,Calle Valladolid,No especificada,Zacatecas,Zacatecas,98098
227.636.146,-1.025.549.294,Boulevard José López Portillo,No especificada,Zacatecas,Zacatecas,98068
227.572.738,-102.542.072,Calle Paseo Francisco García Salinas,No especificada,Guadalupe,Zacatecas,98609
22.762.593,-1.025.566.463,Calle no registrada,No especificada,Zacatecas,Zacatecas,98068
227.571.006,-1.025.464.278,Calle Valencia,No especificada,Zacatecas,Zacatecas,98098
22.751.536,-1.025.304.779,Calle Villa González,No especificada,Guadalupe,Zacatecas,98608
227.612.166,-1.025.447.411,Calle no registrada,No especificada,Guadalupe,Zacatecas,98608
227.577.862,-1.025.463.046,Calle Sevilla,No especificada,Guadalupe,Zacatecas,98064
227.493.696,-1.025.361.735,Calle de los Órganos,No especificada,Guadalupe,Zacatecas,98608
227.511.055,-1.025.308.705,Calle Brócoli,No especificada,Guadalupe,Zacatecas,98608
227.571.964,-1.025.491.839,Calle Torres,No especificada,Zacatecas,Zacatecas,98098
227.549.488,-1.025.346.013,Avenida Pedro Coronel,No especificada,Guadalupe,Zacatecas,98608
22.762.687,-1.025.546.939,Calle Paseo Francisco García Salinas,No especificada,Zacatecas,Zacatecas,98098
22.759.195,-1.025.556.075,Calle Tránsito Pesado,No especificada,Guadalupe,Zacatecas,98609
227.521.162,-1.025.432.011,Calle San Pablo,No especificada,Guadalupe,Zacatecas,98609
227.605.812,-1.025.470.776,Transito pesado,No especificada,Zacatecas,Zacatecas,98098
22.763.028,-102.548.228,Avenida José López Portillo,No especificada,Zacatecas,Zacatecas,98098
22.756.251,-1.024.895.106,Calle San Ramón,No especificada,Guadalupe,Zacatecas,98619
227.750.433,-1.024.757.457,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.637.117,-1.024.751.828,Calzada Siglo XXI,No especificada,No especificado,Zacatecas,98619
2.275.537,-1.024.931.102,Calle Cruz Lizárraga,No especificada,Guadalupe,Zacatecas,98615
227.542.864,-1.024.903.515,Calle Ópalo,No especificada,Guadalupe,Zacatecas,98619
227.609.713,-1.024.828.406,Calle Segunda Privada de Circuito Norias,No especificada,Guadalupe,Zacatecas,98619
227.586.303,-1.024.893.862,Calle San Lucas,No especificada,Guadalupe,Zacatecas,98619
227.564.305,-1.024.957.615,Avenida Condesa,No especificada,Guadalupe,Zacatecas,98615
227.792.696,-1.024.854.801,Carretera Sauceda de la Borda,No especificada,Guadalupe,Zacatecas,98619
227.570.765,-1.025.002.138,Avenida Barones,No especificada,Guadalupe,Zacatecas,98615
227.726.434,-1.024.951.666,Calle Unión,No especificada,Guadalupe,Zacatecas,98615
227.782.006,-1.024.834.764,Carretera Sauceda de la Borda,No especificada,Guadalupe,Zacatecas,98619
227.512.899,-1.024.918.928,Calzada Revolución Mexicana,No especificada,Guadalupe,Zacatecas,98605
227.693.535,-1.024.972.627,Calle no registrada,No especificada,Guadalupe,Zacatecas,98615
227.765.987,-1.024.812.787,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.737.108,-1.024.740.199,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.622.176,-102.493.187,Calle Américas 1,No especificada,Guadalupe,Zacatecas,98615
227.729.271,-1.024.897.267,Calle Virgen del Patrocinio,No especificada,Guadalupe,Zacatecas,98619
227.656.201,-1.024.894.426,Avenida Prolongación La Fe,No especificada,Guadalupe,Zacatecas,98619
227.771.568,-1.024.945.498,Calle no registrada,No especificada,Guadalupe,Zacatecas,98615
227.716.666,-1.024.940.031,Calzada Siglo XXI,No especificada,Guadalupe,Zacatecas,98619
227.709.866,-1.024.979.914,Fray Fernando,No especificada,Guadalupe,Zacatecas,98615
227.531.634,-1.024.880.437,Opalo,No especificada,Guadalupe,Zacatecas,98619
227.738.336,-102.477.988,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.600.699,-1.024.927.687,Privada Pozos,No especificada,Guadalupe,Zacatecas,98615
227.709.843,-1.024.920.532,Calzada Siglo XXI,No especificada,Guadalupe,Zacatecas,98619
227.578.029,-1.025.054.154,Avenida Camino Real,No especificada,Guadalupe,Zacatecas,98615
227.632.644,-1.024.750.542,Calle no registrada,No especificada,No especificado,Zacatecas,98619
227.686.175,-1.024.990.535,Avenida La Fe,No especificada,Guadalupe,Zacatecas,98615
227.720.528,-1.024.902.193,Calle San Matias,No especificada,Guadalupe,Zacatecas,98619
227.770.882,-1.024.881.576,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.589.379,-1.024.930.695,Avenida México,No especificada,Guadalupe,Zacatecas,98615
227.582.498,-1.025.014.135,Calle Escuela de Ciencias Químicas,No especificada,Guadalupe,Zacatecas,98615
227.527.709,-102.499.058,Calle Taj Mahal,No especificada,Guadalupe,Zacatecas,98615
227.579.636,-1.024.976.351,Calle Trabajadores de Telégrafos,No especificada,Guadalupe,Zacatecas,98615
227.756.531,-1.024.849.216,Calle Villas Bugambilia,No especificada,Guadalupe,Zacatecas,98619
22.766.469,-1.024.798.972,Arroyo de los Guerreros,No especificada,Guadalupe,Zacatecas,98619
227.720.421,-1.024.775.871,Magnolias,No especificada,Guadalupe,Zacatecas,98619
227.588.195,-1.024.933.933,Calle Buenos Aires,No especificada,Guadalupe,Zacatecas,98615
227.554.153,-1.024.960.811,Privada Valle Alto,No especificada,Guadalupe,Zacatecas,98615
227.579.962,-1.025.004.412,Calle Escuela de Medicina,No especificada,Guadalupe,Zacatecas,98615
227.697.308,-1.024.888.287,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.681.507,-1.024.872.277,Calle San Judas Tadeo,No especificada,Guadalupe,Zacatecas,98619
227.803.821,-1.024.909.224,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.622.821,-1.024.998.325,Calles Duques,No especificada,Guadalupe,Zacatecas,98615
227.726.724,-1.024.850.011,Calle San Fernando,No especificada,Guadalupe,Zacatecas,98619
227.524.356,-102.485.966,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.691.341,-1.024.934.776,Calle Vía Rodi,No especificada,Guadalupe,Zacatecas,98615
227.685.115,-1.024.835.504,Calle no registrada,No especificada,Guadalupe,Zacatecas,98619
227.685.331,-1.024.924.179,Calle San Jorge,No especificada,Guadalupe,Zacatecas,98615
227.672.662,-1.025.239.342,Calle Cantera,No especificada,Guadalupe,Zacatecas,98610
227.649.856,-1.025.299.365,Avenida Mina El Edén,No especificada,Guadalupe,Zacatecas,98613
227.640.632,-1.025.243.775,Calzada Solidaridad,No especificada,Guadalupe,Zacatecas,98613
227.712.372,-1.025.330.724,Calle no registrada,Residencial La Toscana,Guadalupe,Zacatecas,98610
227.572.433,-1.025.326.768,Calle Arquitectos,No especificada,Guadalupe,Zacatecas,98608
227.682.588,-1.025.266.709,Santa Martha,No especificada,Guadalupe,Zacatecas,98610
227.643.032,-1.025.254.694,Calzada Solidaridad,No especificada,Guadalupe,Zacatecas,98613
227.619.274,-1.025.323.967,Las bondaderas,No especificada,Guadalupe,Zacatecas,98610
227.596.353,-1.025.318.409,Calle Vereda Monasterio,No especificada,Guadalupe,Zacatecas,98608
227.609.513,-1.025.305.845,Las bondaderas,No especificada,Guadalupe,Zacatecas,98610
227.670.679,-1.025.314.772,Privada Convento de Guadalupe,No especificada,Guadalupe,Zacatecas,98610
227.762.819,-1.025.302.418,Calle Villas del Campo,No especificada,No especificado,Zacatecas,98610
22.765.375,-1.025.301.586,Calle de Bernárdez,No especificada,Guadalupe,Zacatecas,98610
227.587.858,-1.025.335.432,Avenida Pedro Coronel,No especificada,Guadalupe,Zacatecas,98608
227.595.978,-1.025.316.918,Calle Vereda Monasterio,No especificada,Guadalupe,Zacatecas,98608
227.740.778,-1.025.319.983,Calle Paseo la Cima,Residencial La Toscana,Guadalupe,Zacatecas,98610
227.630.286,-1.025.222.496,Avenida Solidaridad,No especificada,Guadalupe,Zacatecas,98613
227.737.192,-1.025.341.029,Calle Montes Apalaches,Residencial La Toscana,Guadalupe,Zacatecas,98610
227.656.209,-1.025.302.552,Calle Piedra,No especificada,Guadalupe,Zacatecas,98610
227.713.944,-1.025.342.938,Calle no registrada,Residencial La Toscana,Guadalupe,Zacatecas,98610
227.626.066,-1.025.303.717,Avenida del Conde,No especificada,Guadalupe,Zacatecas,98610
227.636.842,-1.025.253.409,Avenida Hacienda de Bernárdez,No especificada,Guadalupe,Zacatecas,98613
227.688.796,-1.025.330.035,Privada Mina de Salaberna,No especificada,Guadalupe,Zacatecas,98610
227.768.839,-1.025.337.716,Avenida Paseo la Cima,No especificada,No especificado,Zacatecas,98610
227.568.436,-1.025.217.196,Avenida Solidaridad,No especificada,Guadalupe,Zacatecas,98613
227.723.589,-1.025.360.154,Privada Segunda Cerrada del Árbol,No especificada,Guadalupe,Zacatecas,98610
227.683.524,-1.025.348.425,Calle Britania,Residencial La Toscana,Guadalupe,Zacatecas,98610
227.725.693,-1.025.351.101,Calle no registrada,Residencial La Toscana,Guadalupe,Zacatecas,98610
227.641.652,-1.025.309.003,Mina el eden,No especificada,Guadalupe,Zacatecas,98610
227.551.843,-1.025.292.408,Calzada Revolución Mexicana,No especificada,Guadalupe,Zacatecas,98609
227.721.093,-1.025.351.692,Calle Circuito Pedregal,Residencial La Toscana,Guadalupe,Zacatecas,98610
227.554.469,-1.025.295.337,Calzada Revolución Mexicana,No especificada,Guadalupe,Zacatecas,98609
227.657.034,-1.025.276.502,Calle no registrada,Residencial La Toscana,Guadalupe,Zacatecas,98610
22.755.429,-1.025.288.747,Calle Hacienda de Santa Cruz,No especificada,Guadalupe,Zacatecas,98608
227.656.008,-1.025.226.912,La Cantera,No especificada,Guadalupe,Zacatecas,98613
22.758.555,-1.025.253.002,Avenida Mina El Edén,No especificada,Guadalupe,Zacatecas,98613
227.643.014,-1.025.228.439,La Cantera,No especificada,Guadalupe,Zacatecas,98613
227.643.025,-1.025.307.431,Mina el eden,No especificada,Guadalupe,Zacatecas,98610
227.622.804,-1.025.257.684,Avenida Mina El Edén,No especificada,Guadalupe,Zacatecas,98613
227.670.262,-1.025.320.981,Privada Convento San Agustín,No especificada,Guadalupe,Zacatecas,98610
227.678.617,-1.025.224.322,Calle 12 de Diciembre,No especificada,Guadalupe,Zacatecas,98613
227.558.198,-1.025.298.196,Calle Arroyo de Jaloco,No especificada,Guadalupe,Zacatecas,98608
227.628.831,-1.025.260.142,Avenida Mina El Edén,No especificada,Guadalupe,Zacatecas,98613
227.551.185,-1.025.283.619,Privada Hacienda de Sierra Hermosa,No especificada,Guadalupe,Zacatecas,98608
22.757.242,-1.025.247.328,Avenida Hacienda de Bernárdez,No especificada,Guadalupe,Zacatecas,98613
227.654.826,-102.532.874,Calle Paseo de los Orfebres,No especificada,Guadalupe,Zacatecas,98610
227.651.082,-1.025.314.856,Mina el eden,No especificada,Guadalupe,Zacatecas,98610
227.628.086,-1.025.305.708,Mina el eden,No especificada,Guadalupe,Zacatecas,98610
227.686.651,-1.025.228.249,Lomas Taurinas,No especificada,Guadalupe,Zacatecas,98613
227.765.072,-1.025.323.936,Calle Circuito de la Paz,No especificada,No especificado,Zacatecas,98610
227.583.583,-1.025.347.413,Calle Arquitectos,No especificada,Guadalupe,Zacatecas,98608
227.636.133,-1.025.351.997,Avenida Pedro Coronel,No especificada,Guadalupe,Zacatecas,98608
227.602.474,-1.025.367.769,Avenida México,No especificada,Guadalupe,Zacatecas,98064
227.678.365,-102.535.834,Calle Primavera,No especificada,Guadalupe,Zacatecas,98610
22.765.349,-1.025.423.899,Andador de La Plata,No especificada,Guadalupe,Zacatecas,98064
227.633.156,-1.025.432.975,Calle Plata,No especificada,Zacatecas,Zacatecas,98064
227.610.436,-1.025.384.292,Avenida Las Águilas,No especificada,Guadalupe,Zacatecas,98064
22.760.012,-1.025.366.373,Avenida México,No especificada,Guadalupe,Zacatecas,98064
227.608.014,-1.025.397.033,Avenida México,No especificada,Guadalupe,Zacatecas,98064
22.760.951,-1.025.362.833,Calle 2 de Mayo,No especificada,Guadalupe,Zacatecas,98064
227.682.615,-1.025.416.713,De los alamos,No especificada,Zacatecas,Zacatecas,98610
227.630.207,-1.025.459.937,Calle Canteros,No especificada,Zacatecas,Zacatecas,98098
227.708.418,-1.025.420.671,Calle San Francisco,No especificada,Zacatecas,Zacatecas,98610
227.629.839,-1.025.374.035,Calle 2 de Mayo,No especificada,Guadalupe,Zacatecas,98064
227.611.432,-1.025.364.731,Calle 2 de Mayo,No especificada,Guadalupe,Zacatecas,98064
227.644.048,-1.025.378.023,Los gavilanes,No especificada,Guadalupe,Zacatecas,98064
227.614.859,-1.025.420.371,Calle Plata,No especificada,Guadalupe,Zacatecas,98064
227.607.787,-1.025.358.345,Calle 2 de Mayo,No especificada,Guadalupe,Zacatecas,98064
227.595.895,-1.025.347.124,Avenida México,No especificada,Guadalupe,Zacatecas,98064
227.616.215,-1.025.382.964,Avenida Las Águilas,No especificada,Guadalupe,Zacatecas,98064
227.599.706,-1.025.397.332,Calle La Florida,No especificada,Guadalupe,Zacatecas,98064
22.758.015,-1.025.350.252,Calle Restauradores,No especificada,Guadalupe,Zacatecas,98608
227.582.986,-1.025.374.256,Calle Restauradores,No especificada,Guadalupe,Zacatecas,98608
227.623.167,-1.025.371.036,Avenida Pedro Coronel,No especificada,Guadalupe,Zacatecas,98610
22.763.792,-1.025.362.181,Crater,No especificada,Guadalupe,Zacatecas,98610
227.654.091,-1.025.402.211,Calle Cerro del Padre,No especificada,Guadalupe,Zacatecas,98064
227.721.068,-1.025.441.089,Calle San Felipe de Jesús,No especificada,Zacatecas,Zacatecas,98610
227.651.008,-102.540.917,De eucaliptos,No especificada,Guadalupe,Zacatecas,98064
227.665.428,-102.538.519,Calle no registrada,No especificada,Guadalupe,Zacatecas,98610
227.657.128,-1.025.432.158,Calle de los Mezquites,No especificada,Guadalupe,Zacatecas,98064
227.657.192,-1.025.443.974,Calle Orfebres,No especificada,Zacatecas,Zacatecas,98098
227.638.655,-1.025.440.976,Calle Obreros,No especificada,Zacatecas,Zacatecas,98098
227.611.313,-102.543.234,Andador de la Gracia,No especificada,Zacatecas,Zacatecas,98064
22.764.224,-1.025.425.318,Calle Plata,No especificada,Zacatecas,Zacatecas,98064
227.670.253,-1.025.405.568,Privada Flor de Ciruelo,No especificada,Guadalupe,Zacatecas,98610
227.651.709,-1.025.465.589,Calzada Julio Ruelas,No especificada,Zacatecas,Zacatecas,98098
227.670.154,-1.025.421.012,Calle Manzanos,No especificada,Guadalupe,Zacatecas,98098
227.694.941,-1.025.439.716,Andador Número 1,No especificada,Zacatecas,Zacatecas,98610
22.770.738,-1.025.418.268,Calle San Francisco,No especificada,Zacatecas,Zacatecas,98610
227.656.991,-1.025.425.369,Calle de los Mezquites,No especificada,Guadalupe,Zacatecas,98064
227.688.654,-1.025.393.671,Calle Sierra del Tesoro,No especificada,Guadalupe,Zacatecas,98610
22.771.194,-1.025.432.999,Andador Número 2,No especificada,Zacatecas,Zacatecas,98610
227.618.472,-1.025.371.901,Calle 2 de Mayo,No especificada,Guadalupe,Zacatecas,98064
227.676.243,-1.025.366.697,Calle Ganadería Zacatecas,No especificada,Guadalupe,Zacatecas,98610
227.683.685,-1.025.361.086,Calle Invierno,No especificada,Guadalupe,Zacatecas,98610
227.667.381,-1.025.373.707,Risco y Nieves,No especificada,Guadalupe,Zacatecas,98610
227.708.232,-1.025.471.898,Calzada de los Deportes,No especificada,Zacatecas,Zacatecas,98098
227.687.729,-1.025.473.785,Calle Espíritu Santo,No especificada,Zacatecas,Zacatecas,98098
227.656.683,-1.025.410.622,Calle Sierra Fría,No especificada,Guadalupe,Zacatecas,98610
227.685.884,-102.541.618,De los alamos,No especificada,Zacatecas,Zacatecas,98610
227.664.869,-1.025.496.619,Calzada de los Deportes,No especificada,Zacatecas,Zacatecas,98068
227.720.512,-1.025.470.278,Calle Solidaridad,No especificada,Zacatecas,Zacatecas,98068
227.727.126,-1.025.529.767,Calle Solidaridad,No especificada,Zacatecas,Zacatecas,98098
227.716.721,-1.025.563.336,Avenida Villa Antigua,No especificada,Zacatecas,Zacatecas,98098
227.697.691,-1.025.522.455,Avenida Villa Antigua,No especificada,Zacatecas,Zacatecas,98098
227.711.558,-1.025.632.852,Calle Altapalmira,No especificada,Zacatecas,Zacatecas,98000
22.768.243,-1.025.584.036,Calle del Durazno,No especificada,Zacatecas,Zacatecas,98068
227.636.901,-1.025.493.937,Boulevard López Portillo,No especificada,Zacatecas,Zacatecas,98098
227.703.121,-1.025.547.092,Avenida Villa Antigua,No especificada,Zacatecas,Zacatecas,98098
227.704.905,-1.025.654.572,Cerrada Profesor Arturo Espino,No especificada,Zacatecas,Zacatecas,98000
227.717.064,-102.546.676,Calzada de los Deportes,No especificada,Zacatecas,Zacatecas,98068
227.701.343,-1.025.545.717,Calle del Cerezo,No especificada,Zacatecas,Zacatecas,98068
227.687.266,-1.025.663.274,Avenida Ramón López Velarde,No especificada,Zacatecas,Zacatecas,98000
227.686.542,-102.562.669,Del patrocinio,No especificada,Zacatecas,Zacatecas,98000
227.691.967,-1.025.650.917,Del patrocinio,No especificada,Zacatecas,Zacatecas,98068
227.686.966,-1.025.494.332,Calzada de los Deportes,No especificada,Zacatecas,Zacatecas,98068
227.713.197,-1.025.593.302,Calle del Durazno,No especificada,Zacatecas,Zacatecas,98068
227.716.345,-1.025.589.119,Calle Solidaridad,No especificada,Zacatecas,Zacatecas,98068
227.673.123,-1.025.538.934,Calle Río Bravo,No especificada,Zacatecas,Zacatecas,98068
227.718.177,-1.025.631.587,Calle Altapalmira,No especificada,Zacatecas,Zacatecas,98000
227.650.391,-1.025.576.473,Avenida Universidad,No especificada,Zacatecas,Zacatecas,98068
227.686.883,-102.549.995,Calzada de los Deportes,No especificada,Zacatecas,Zacatecas,98068
227.729.714,-102.553.754,Calle no registrada,No especificada,Zacatecas,Zacatecas,98068
227.687.785,-1.025.532.132,Calle Río Usumacinta,No especificada,Zacatecas,Zacatecas,98068
227.719.509,-102.558.217,Paseo de la Bufa,No especificada,Zacatecas,Zacatecas,98068
227.711.643,-1.025.596.507,Calle del Cerezo,No especificada,Zacatecas,Zacatecas,98068
227.657.614,-102.550.619,Circuito Feria,No especificada,Zacatecas,Zacatecas,98098
227.724.882,-1.025.602.583,Calle no registrada,No especificada,Zacatecas,Zacatecas,98000
227.699.453,-1.025.579.616,Calle del Cerezo,No especificada,Zacatecas,Zacatecas,98068
227.727.605,-1.025.574.627,Paseo de la Bufa,No especificada,Zacatecas,Zacatecas,98024
227.662.102,-1.025.581.969,Avenida Universidad,No especificada,Zacatecas,Zacatecas,98098
227.683.027,-1.025.592.554,Escuela de psicologia,No especificada,Zacatecas,Zacatecas,98098
227.673.419,-1.025.593.577,Calle Pozo Hondo,No especificada,Zacatecas,Zacatecas,98068
227.702.804,-1.025.488.846,Calle Valle Hondo,No especificada,Zacatecas,Zacatecas,98098
227.731.069,-1.025.579.387,Paseo de la Bufa,No especificada,Zacatecas,Zacatecas,98068
